gene,ensemblid,chr,pm_ld,age_stage4,age_stage7,age_stage4_num,age_stage7_num,age_stage7_mya,age_genetree_num,age_phylos_num,age_protein_num,gene_age_num,Gene length (bp),CDS Length,CDS/Transcript Length ratio,Transcript length (bp),Protein size (aa),Transcript count,GC content,Number of SNPs (Gene),Exon Counts,Intron Counts,Number of SNPs (Transcript),LOEUF,pLI,Missense/Synonymous ratio,Nonsense/Synonymous ratio,Mouse dS value,Chimp dS value,Gorilla dS value,pLI_class,LOEUF_class,dN/dS ratio mouse,dN/dS ratio Chimp,dN/dS ratio Gorilla,pm_pleio3,pm_pleio5,pm10,pm100,group_id,ifhsd2,pn_ld,pn_pleio3,pn_pleio5,pn10,pn100,cis_egene,cis_sgene,trans_egene,iftf,tf_sum,tau,ogee_connectivity,enhancer_n,po_pergene,essential_score,GES,GES_class,ifspecific,pn_ld_clumped_snps,pn_mean_maf,pn_median_maf,pm_ld_clumped_snps,pm_mean_maf,pm_median_maf,high_pn,high_pm,length_bin,snp_bin,ld_bin,maf_bin,Euteleostomi,Eutheria
PDIA3,ENSG00000167004,15,6.64426959304138,Euteleostomi,Euteleostomi,1,1,429,1,,2,1488,4221,1518,0.4125,3680,505,6,42.99,5934,13,12,5919,0.536727272727273,0.927928181818182,2.3984375,0.0390625,0.3819,0,,Intolerant,Intolerant,0.096098455,,,Intermediate pleiotropy,4th,8,73,,Singletons,11.606695946966,High pleiotropy,5th,9,81,TRUE,FALSE,FALSE,FALSE,6,0.183249398,23,4,9,-0.0887355467127546,0.0887355467127546,Non_essentialty,Non_specific,1,0.273454,0.273454,1,0.273454,0.273454,TRUE,FALSE,"(3.74e+03,5.4e+03]","(4.34e+03,8.75e+03]","[1,2]","(0.243,0.353]",TRUE,FALSE
PDIA4,ENSG00000155660,7,6.58641498887481,Euteleostomi,Euteleostomi,1,1,429,1,,1,1488,3298,1941,0.664498459,2921,646,4,50.88,6228,10,9,6228,0.837166666666667,0.000524887166666667,2.098591549,0.056338028,0.551,,0.0303,Tolerant,Tolerant,0.109618875,,0.168316832,Intermediate pleiotropy,4th,8,71,,Singletons,10.6714295311119,Intermediate pleiotropy,4th,8,72,TRUE,FALSE,FALSE,FALSE,13,0.251002102,10,8,24,0.0167249005207438,-0.0167249005207438,Non_essentialty,Non_specific,1,0.148752,0.148752,1,0.148752,0.148752,FALSE,FALSE,"(2.35e+03,3.74e+03]","(4.34e+03,8.75e+03]","[1,2]","(0.0795,0.152]",TRUE,FALSE
PDIA5,ENSG00000065485,3,5.83499936581656,Euteleostomi,Euteleostomi,1,1,429,1,,4,1488,4067,1560,0.845986985,1844,519,8,45.22,31016,17,16,19058,1.23833333333333,0.0449300019448667,1.976047904,0.083832335,0.499,0.0106,0.0104,Tolerant,Tolerant,0.106212425,0.264150943,0.365384615,Intermediate pleiotropy,2nd,3,23,,Singletons,9.30114267414735,Intermediate pleiotropy,3rd,5,49,TRUE,FALSE,FALSE,FALSE,19,0.245204802,,23,14,0.170633282438147,-0.170633282438147,Non_essentialty,Non_specific,5,0.239824,0.205315,4,0.274966,0.2590135,FALSE,FALSE,"(3.74e+03,5.4e+03]","(1.93e+04,8.49e+05]","(3,61]","(0.152,0.243]",TRUE,FALSE
PDIA6,ENSG00000143870,2,5.95069121095751,Euteleostomi,Euteleostomi,1,1,429,1,,1,4290,4101,1479,0.551454139,2682,492,8,46.27,12151,15,14,10950,0.61425,0.419293333333333,2.492307692,0.069230769,0.656,0.0157,0.0609,Intermediate,Tolerant,0.070121951,0.121019108,0.63546798,Intermediate pleiotropy,2nd,4,33,,Singletons,9.55473642595673,Intermediate pleiotropy,3rd,6,54,TRUE,FALSE,TRUE,FALSE,15,0.177187377,113,9,7,0.0264770720008896,-0.0264770720008896,Non_essentialty,Non_specific,3,0.2440999,0.307938,3,0.219943566666667,0.307938,FALSE,FALSE,"(3.74e+03,5.4e+03]","(8.75e+03,1.93e+04]","(2,3]","(0.243,0.353]",TRUE,FALSE
PDIK1L,ENSG00000175087,1,6.85719127583523,Euteleostomi,Euteleostomi,1,1,429,1,1,7,1488,4560,1026,0.239775649,4279,341,4,43.08,2813,4,3,2592,0.578,0.877338,1.172413793,0.057471264,0.3085,0,0,Intermediate,Intolerant,0.008752026,,,Intermediate pleiotropy,4th,8,78,,Singletons,10.1541742871377,Intermediate pleiotropy,4th,7,65,FALSE,FALSE,FALSE,FALSE,31,0.38675918,,21,8,0.0418353044225602,-0.0418353044225602,Non_essentialty,Non_specific,1,0.175392,0.175392,1,0.176142,0.176142,FALSE,FALSE,"(3.74e+03,5.4e+03]","(1.92e+03,4.34e+03]","[1,2]","(0.152,0.243]",TRUE,FALSE
PDILT,ENSG00000169340,16,5.6239972310763,Tetrapoda,Tetrapoda,2,2,352,2,2,7,1488,2276,1755,0.815141663,2153,584,2,45.11,9946,12,11,9946,1.0755,0.0016287640126755,2.25388601,0.093264249,0.6403,0.0149,0.0208,Tolerant,Tolerant,0.264719663,0.744966443,0.283653846,Low pleiotropy,1st,1,8,,Singletons,11.5497788008877,High pleiotropy,5th,9,81,FALSE,FALSE,FALSE,FALSE,7,0.973591668,,7,66,0.0719619666469007,-0.0719619666469007,Non_essentialty,Specific,3,0.1370728,0.018461,6,0.0733149833333333,0.05561765,TRUE,FALSE,"[211,2.35e+03]","(8.75e+03,1.93e+04]","(2,3]","[0.00191,0.0795]",FALSE,FALSE
PDK1,ENSG00000152256,2,5.57698469883737,Euteleostomi,Euteleostomi,1,1,429,1,1,4,454,14883,1311,0.092369478,14193,436,9,39.52,10589,11,10,10393,1.29721428571429,0.0268711530714286,2.084033613,0.117647059,0.5308,0.0056,0.0187,Tolerant,Tolerant,0.069894499,0.535714286,0.176470588,Low pleiotropy,1st,1,6,,Singletons,8.77998757196562,Intermediate pleiotropy,2nd,4,38,TRUE,FALSE,FALSE,FALSE,20,0.464521758,10,17,19,-0.0091546955299528,0.0091546955299528,Non_essentialty,Non_specific,3,0.143158033333333,0.161253,3,0.213910666666667,0.198312,FALSE,FALSE,"(7.81e+03,1.19e+05]","(8.75e+03,1.93e+04]","(2,3]","(0.152,0.243]",TRUE,FALSE
PDK2,ENSG00000005882,17,6.118742775736,Amniota,Amniota,3,3,319,3,1,2,544,5481,1224,0.355813953,3440,407,16,56.67,3745,11,10,3607,1.00758333333333,0.0137351428516667,1.52866242,0.076433121,0.642,0,0,Tolerant,Tolerant,0.015732087,,,Intermediate pleiotropy,3rd,5,48,,Singletons,9.28129054999094,Intermediate pleiotropy,3rd,5,49,TRUE,FALSE,TRUE,FALSE,11,0.232399849,11,23,13,-0.225596642839349,0.225596642839349,Non_essentialty,Non_specific,2,0.372986,0.372986,2,0.368428,0.368428,FALSE,FALSE,"(5.4e+03,7.81e+03]","(1.92e+03,4.34e+03]","[1,2]","(0.353,0.5]",FALSE,FALSE
PDK4,ENSG00000004799,7,6.00196869021159,Tetrapoda,Tetrapoda,2,2,352,2,1,2,544,4544,1236,0.343237989,3601,411,5,36.08,2717,11,10,2717,1.244,0.0037822,2.236220472,0.149606299,0.6217,0.0159,0.0163,Tolerant,Tolerant,0.056618948,0.062893082,0.128834356,Intermediate pleiotropy,2nd,4,38,,Singletons,7.56986985052331,Low pleiotropy,1st,2,16,FALSE,FALSE,TRUE,FALSE,19,0.310228126,6,17,12,0.0112792091706239,-0.0112792091706239,Non_essentialty,Non_specific,2,0.23542325,0.23542325,4,0.05837375,0.0516606,FALSE,FALSE,"(3.74e+03,5.4e+03]","(1.92e+03,4.34e+03]","[1,2]","(0.152,0.243]",FALSE,FALSE
PDLIM1,ENSG00000107438,10,6.2193467003356,Euteleostomi,Euteleostomi,1,1,429,1,3,7,886,2227,990,0.691823899,1431,329,5,43.73,10090,7,6,10085,1.04966666666667,0.000543808666666667,2,0.1,0.5249,0.0146,0.094,Tolerant,Tolerant,0.101543151,0.095890411,0.346808511,Intermediate pleiotropy,3rd,6,55,,Singletons,11.5120779604025,High pleiotropy,5th,9,81,TRUE,FALSE,TRUE,TRUE,59,0.214273903,1,62,12,-0.0298559308761819,0.0298559308761819,Non_essentialty,Non_specific,3,0.148980533333333,0.0953781,3,0.247313666666667,0.210002,TRUE,FALSE,"[211,2.35e+03]","(8.75e+03,1.93e+04]","(2,3]","(0.0795,0.152]",TRUE,FALSE
PDLIM2,ENSG00000120913,8,6.99715018258355,Tetrapoda,Tetrapoda,2,2,352,2,2,7,886,12388,1101,0.239764808,4592,366,21,58.44,4973,10,9,4372,1.4066,0.007811567388406,2.040268456,0.087248322,1.0166,0.0124,0.0303,Tolerant,Tolerant,0.114991147,0.241935484,0.207920792,High pleiotropy,5th,9,81,,Singletons,14.8481172667672,High pleiotropy,5th,10,96,FALSE,TRUE,FALSE,FALSE,12,0.444842201,1,25,18,0.0252737688275511,-0.0252737688275511,Non_essentialty,Non_specific,3,0.236344866666667,0.328213,3,0.235305533333333,0.325095,TRUE,TRUE,"(7.81e+03,1.19e+05]","(4.34e+03,8.75e+03]","(2,3]","(0.243,0.353]",FALSE,FALSE
PDLIM3,ENSG00000154553,4,5.76917622849014,Euteleostomi,Euteleostomi,1,1,429,1,1,4,645,9117,1095,0.390792291,2802,364,14,40.06,6544,8,7,6500,1.27544444444444,0.00439827656666667,2.296610169,0.076271186,0.7309,0.0169,0,Tolerant,Tolerant,0.169517034,0.082840237,,Low pleiotropy,1st,2,18,,Singletons,8.15903120545134,Intermediate pleiotropy,2nd,3,26,FALSE,FALSE,FALSE,FALSE,10,0.490325549,,25,47,0.14870130694953,-0.14870130694953,Non_essentialty,Non_specific,3,0.0408014333333333,0.0202717,3,0.0407991,0.0202717,FALSE,FALSE,"(7.81e+03,1.19e+05]","(4.34e+03,8.75e+03]","(2,3]","[0.00191,0.0795]",TRUE,FALSE
PDLIM4,ENSG00000131435,5,12.2816113993038,Euteleostomi,Euteleostomi,1,1,429,1,2,7,886,3167,993,0.439964555,2257,330,7,56.95,3302,7,6,3302,1.141,0.0169436753333333,2.041666667,0.016666667,0.7455,0,0.046,Tolerant,Tolerant,0.062508384,,0.082608696,High pleiotropy,5th,10,100,,Singletons,14.8751762897663,High pleiotropy,5th,10,96,TRUE,FALSE,FALSE,FALSE,5,0.358545685,6,23,7,0.0351950133945523,-0.0351950133945523,Non_essentialty,Non_specific,2,0.3033495,0.3033495,2,0.3039215,0.3039215,TRUE,TRUE,"(2.35e+03,3.74e+03]","(1.92e+03,4.34e+03]","[1,2]","(0.243,0.353]",TRUE,FALSE
PDLIM5,ENSG00000163110,4,7.23331021039656,Tetrapoda,Tetrapoda,2,2,352,2,2,4,886,11090,1878,0.30197781,6219,625,23,36.89,41847,17,16,41847,1.09378947368421,0.0658430684210526,2.41509434,0.075471698,0.5581,0.0052,0.0071,Tolerant,Tolerant,0.159827988,1.692307692,0.774647887,High pleiotropy,5th,9,85,,Singletons,12.2284722662821,High pleiotropy,5th,9,86,TRUE,FALSE,FALSE,FALSE,91,0.347631777,9,55,26,0.0432399547954559,-0.0432399547954559,Non_essentialty,Non_specific,2,0.270507,0.270507,4,0.128429675,0.1276995,TRUE,TRUE,"(7.81e+03,1.19e+05]","(1.93e+04,8.49e+05]","[1,2]","(0.243,0.353]",FALSE,FALSE
PDLIM7,ENSG00000196923,5,6.50685435048055,Euteleostomi,Euteleostomi,1,1,429,1,1,7,886,4407,1374,0.802570093,1712,457,16,60.73,4005,13,12,4005,1.08045454545455,0.00312068669807273,1.748663102,0.037433155,0.6501,0.0807,0.0233,Tolerant,Tolerant,0.045223812,0.324659232,0.081545064,Intermediate pleiotropy,4th,7,68,,Singletons,11.2423753740386,Intermediate pleiotropy,4th,8,78,TRUE,TRUE,TRUE,FALSE,22,0.298600351,12,9,4,-0.0372476969529659,0.0372476969529659,Non_essentialty,Non_specific,2,0.4770055,0.4770055,2,0.4770055,0.4770055,FALSE,FALSE,"(3.74e+03,5.4e+03]","(1.92e+03,4.34e+03]","[1,2]","(0.353,0.5]",TRUE,FALSE
PDP1,ENSG00000164951,8,5.86701083319337,Euteleostomi,Euteleostomi,1,1,429,1,,2,4290,5604,1689,0.387563102,4358,562,10,42.9,13923,3,2,1969,0.7270625,0.684879625,1.865771812,0.060402685,0.368,0.0059,0,Intermediate,Tolerant,0.039402174,0.440677966,,Intermediate pleiotropy,2nd,3,26,,Singletons,8.45743198983322,Intermediate pleiotropy,2nd,4,32,FALSE,FALSE,TRUE,FALSE,17,0.384001056,7,26,58,0.0236082636536868,-0.0236082636536868,Non_essentialty,Non_specific,1,0.294696,0.294696,1,0.398615,0.398615,FALSE,FALSE,"(5.4e+03,7.81e+03]","(8.75e+03,1.93e+04]","[1,2]","(0.243,0.353]",TRUE,FALSE
PDP2,ENSG00000172840,16,5.97945884924217,Tetrapoda,Tetrapoda,2,2,352,2,2,3,987,8364,1590,0.222502099,7146,529,9,48.25,3539,2,1,2206,1.0435,0.064085524995,2,0.088050314,0.673,0.017,0.0226,Tolerant,Tolerant,0.121991085,0.052941176,0.190265487,Intermediate pleiotropy,2nd,4,36,,Singletons,8.42523637788443,Intermediate pleiotropy,2nd,4,31,FALSE,FALSE,FALSE,FALSE,10,0.378319102,7,3,10,-0.158980528475529,0.158980528475529,Non_essentialty,Non_specific,1,0.0950486,0.0950486,3,0.0612893,0.0688065,FALSE,FALSE,"(7.81e+03,1.19e+05]","(1.92e+03,4.34e+03]","[1,2]","(0.0795,0.152]",FALSE,FALSE
PDPK1,ENSG00000140992,16,6.2858149771344,Euteleostomi,Euteleostomi,1,1,429,1,1,2,1714,10911,1671,0.232600223,7184,556,17,52.5,11726,14,13,11708,0.459052631578947,0.960828421052632,1.520661157,0.016528926,0.4884,0.0729,0.2699,Intolerant,Intolerant,0.053235053,0.599451303,0.515746573,Intermediate pleiotropy,3rd,6,59,,Singletons,8.76066542225445,Intermediate pleiotropy,2nd,4,38,FALSE,FALSE,FALSE,TRUE,13,0.129423559,106,35,52,-1.04121613341838,1.04121613341838,Essentialty,Non_specific,1,0.170184,0.170184,1,0.170184,0.170184,FALSE,FALSE,"(7.81e+03,1.19e+05]","(8.75e+03,1.93e+04]","[1,2]","(0.152,0.243]",TRUE,FALSE
PDPN,ENSG00000162493,1,5.79005043322103,Amniota,Amniota,3,3,319,3,14,9,132,3707,717,0.230992268,3104,238,12,45.38,7528,6,5,7528,0.9843125,0.3352065625,2.317647059,0.058823529,0.8336,0.0102,0.0283,Intermediate,Tolerant,0.544025912,0.578431373,0.671378092,Low pleiotropy,1st,2,20,,Singletons,9.04203891591365,Intermediate pleiotropy,3rd,5,44,FALSE,FALSE,FALSE,FALSE,8,0.395390243,7,15,38,0.130231607990939,-0.130231607990939,Non_essentialty,Non_specific,5,0.12046154,0.0808056,6,0.10718415,0.0708954,FALSE,FALSE,"(2.35e+03,3.74e+03]","(4.34e+03,8.75e+03]","(3,61]","(0.0795,0.152]",FALSE,FALSE
PDPR,ENSG00000090857,16,6.35752060465785,Euteleostomi,Euteleostomi,1,1,429,1,1,1,4290,10385,2640,0.285251216,9255,879,11,47.32,14016,19,18,14016,0.939,0.000160712808256368,2.315942029,0.110144928,0.435,,0.2054,Tolerant,Tolerant,0.092873563,,0.459591042,Intermediate pleiotropy,4th,7,62,,Singletons,9.37026695265841,Intermediate pleiotropy,3rd,5,50,TRUE,FALSE,FALSE,FALSE,11,0.212793562,8,30,12,-0.232495951047172,0.232495951047172,Non_essentialty,Non_specific,1,0.0833876,0.0833876,1,0.0833876,0.0833876,FALSE,FALSE,"(7.81e+03,1.19e+05]","(8.75e+03,1.93e+04]","[1,2]","(0.0795,0.152]",TRUE,FALSE
PDRG1,ENSG00000088356,20,5.84471644908649,Amniota,Theria,3,5,160,5,2,2,1064,1957,402,0.205416454,1957,133,1,49.33,1710,5,4,1710,1.348,4.4277e-05,2.256410256,0.153846154,0.4739,0.0126,0,Tolerant,Tolerant,0.091369487,0.325396825,,Intermediate pleiotropy,2nd,3,24,,Singletons,9.58664316124348,Intermediate pleiotropy,3rd,6,54,FALSE,FALSE,FALSE,FALSE,5,0.325663171,2,19,21,-1.49605316272362,1.49605316272362,Essentialty,Non_specific,1,0.410691,0.410691,1,0.412777,0.412777,FALSE,FALSE,"[211,2.35e+03]","[1,1.92e+03]","[1,2]","(0.353,0.5]",FALSE,FALSE
PDS5A,ENSG00000121892,4,6.36615578695506,Euteleostomi,Euteleostomi,1,1,429,1,,2,680,12204,4014,0.562894405,7131,1337,10,40.35,32108,33,32,32091,0.915,0.614111971428572,1.407738095,0.017857143,0.3868,0.0061,0.0053,Intermediate,Tolerant,0.022233713,0.163934426,0.075471698,Intermediate pleiotropy,4th,7,62,,Singletons,9.84256374445218,Intermediate pleiotropy,3rd,6,59,TRUE,FALSE,FALSE,FALSE,17,0.152448625,110,32,36,-0.325534099940292,0.325534099940292,Non_essentialty,Non_specific,3,0.0665773333333333,0.0349743,3,0.1096779,0.122434,FALSE,FALSE,"(7.81e+03,1.19e+05]","(1.93e+04,8.49e+05]","(2,3]","[0.00191,0.0795]",TRUE,FALSE
PDS5B,ENSG00000083642,13,7.85330203171362,Euteleostomi,Euteleostomi,1,1,429,1,,2,1714,13187,4344,0.58137045,7472,1447,9,36.61,39890,35,34,39890,0.522923076923077,0.909194615384615,1.717948718,0.028490028,0.5025,0,0.0101,Intolerant,Intolerant,0.035820896,,0.02970297,High pleiotropy,5th,10,91,,Singletons,11.9307084137931,High pleiotropy,5th,9,84,FALSE,FALSE,FALSE,TRUE,15,0.288414794,107,32,121,-0.0417214771776277,0.0417214771776277,Non_essentialty,Non_specific,1,0.455186,0.455186,1,0.370354,0.370354,TRUE,TRUE,"(7.81e+03,1.19e+05]","(1.93e+04,8.49e+05]","[1,2]","(0.353,0.5]",TRUE,FALSE
PDSS1,ENSG00000148459,10,6.43598550822037,Euteleostomi,Euteleostomi,1,1,429,1,1,1,4290,1913,1248,0.787878788,1584,415,4,44.16,9832,12,11,9832,1.131,0.00183318469,2.287037037,0.12037037,0.4275,0.0209,0.0267,Tolerant,Tolerant,0.178011696,0.267942584,0.29588015,Intermediate pleiotropy,4th,7,66,,Singletons,10.5810521056001,Intermediate pleiotropy,4th,8,71,TRUE,FALSE,FALSE,FALSE,10,0.391411079,15,19,7,-0.312103873370029,0.312103873370029,Non_essentialty,Non_specific,3,0.14465,0.0684591,3,0.14465,0.0684591,FALSE,FALSE,"[211,2.35e+03]","(8.75e+03,1.93e+04]","(2,3]","[0.00191,0.0795]",TRUE,FALSE
PDSS2,ENSG00000164494,6,6.46871038302751,Euteleostomi,Euteleostomi,1,1,429,1,,4,4290,3921,1200,0.339366516,3536,399,3,39.82,56471,8,7,56471,0.933923076923077,0.0405517461538462,2.352941176,0.078431373,0.4132,0.0053,0.0026,Tolerant,Tolerant,0.146176186,0.943396226,2.961538462,Intermediate pleiotropy,4th,7,67,,Singletons,11.2616626057302,Intermediate pleiotropy,4th,8,78,FALSE,FALSE,FALSE,FALSE,18,0.285574995,11,18,11,-0.111289306325999,0.111289306325999,Non_essentialty,Non_specific,3,0.309601666666667,0.265031,4,0.250624,0.2542125,FALSE,FALSE,"(3.74e+03,5.4e+03]","(1.93e+04,8.49e+05]","(2,3]","(0.243,0.353]",TRUE,FALSE
PDX1,ENSG00000139515,13,5.80592549730106,Euteleostomi,Euteleostomi,1,1,429,1,,6,382,2603,852,0.327314637,2603,283,1,58.09,1677,2,1,1677,1.642,0.0033698,1.792307692,0.053846154,0.985,0,0,Tolerant,Tolerant,0.061624365,,,Intermediate pleiotropy,2nd,3,21,,Singletons,7.24774795449381,Low pleiotropy,1st,2,11,FALSE,FALSE,FALSE,TRUE,12,1,10,17,25,0.041691161101924,-0.041691161101924,Non_essentialty,Specific,1,0.219116,0.219116,1,0.219116,0.219116,FALSE,FALSE,"(2.35e+03,3.74e+03]","[1,1.92e+03]","[1,2]","(0.152,0.243]",TRUE,FALSE
PDXDC1,ENSG00000179889,16,6.80682094668686,Euteleostomi,Euteleostomi,1,1,429,1,,4,645,9410,2367,0.523556735,4521,788,18,46.49,43408,23,22,16827,0.635558823529412,0.289795136470588,2.229927007,0.094890511,0.5129,,0.0145,Intermediate,Tolerant,0.13316436,,0.620689655,Intermediate pleiotropy,4th,8,77,,Singletons,13.2122037329133,High pleiotropy,5th,10,91,TRUE,TRUE,FALSE,FALSE,17,0.221509499,2,36,39,-0.154457265605753,0.154457265605753,Non_essentialty,Non_specific,1,0.295373,0.295373,1,0.295373,0.295373,TRUE,FALSE,"(7.81e+03,1.19e+05]","(1.93e+04,8.49e+05]","[1,2]","(0.243,0.353]",TRUE,FALSE
PDXK,ENSG00000160209,21,5.98122213119105,Euteleostomi,Euteleostomi,1,1,429,1,,1,1714,11912,939,0.127911729,7341,312,19,57.26,10665,11,10,10645,0.665625,0.69498375,1.598130841,0.018691589,0.9423,0.0524,,Intermediate,Tolerant,0.075135307,0.295801527,,Intermediate pleiotropy,2nd,4,36,,Singletons,10.5337701271039,Intermediate pleiotropy,4th,7,70,TRUE,TRUE,TRUE,FALSE,67,0.360570909,66,49,72,-0.158759664246548,0.158759664246548,Non_essentialty,Non_specific,3,0.296960933333333,0.368441,3,0.296960933333333,0.368441,FALSE,FALSE,"(7.81e+03,1.19e+05]","(8.75e+03,1.93e+04]","(2,3]","(0.353,0.5]",TRUE,FALSE
PDXP,ENSG00000241360,22,6.88373792763011,Amniota,Amniota,3,3,319,3,1,,454,2205,891,0.442842942,2012,296,2,55.3,1992,2,1,1992,1.88533333333333,0.00675651218,1.791666667,0.041666667,0.8767,0.0168,,Tolerant,Tolerant,0.041291206,0.077380952,,Intermediate pleiotropy,4th,8,79,,Singletons,10.6760343133372,Intermediate pleiotropy,4th,8,72,FALSE,FALSE,FALSE,FALSE,9,0.830238029,3,7,17,-0.103410461881733,0.103410461881733,Non_essentialty,Specific,1,0.424506,0.424506,1,0.0989274,0.0989274,FALSE,FALSE,"[211,2.35e+03]","(1.92e+03,4.34e+03]","[1,2]","(0.353,0.5]",FALSE,FALSE
PDYN,ENSG00000101327,20,6.95419097146076,Euteleostomi,Euteleostomi,1,1,429,1,11,7,544,3524,765,0.280733945,2725,254,11,48.91,3380,3,2,3380,0.833708333333334,0.520354583333333,2.147727273,0.136363636,0.9017,0.0215,0.0239,Intermediate,Tolerant,0.248530553,0.409302326,0.230125523,Intermediate pleiotropy,4th,8,80,,Singletons,9.98983846227111,Intermediate pleiotropy,4th,7,62,FALSE,FALSE,FALSE,FALSE,9,0.975130309,229,8,30,0.0922627663488815,-0.0922627663488815,Non_essentialty,Specific,2,0.11638825,0.11638825,3,0.0697271666666667,0.083523,FALSE,FALSE,"(2.35e+03,3.74e+03]","(1.92e+03,4.34e+03]","[1,2]","(0.0795,0.152]",TRUE,FALSE
PDZD2,ENSG00000133401,5,6.04772516098341,Euteleostomi,Euteleostomi,1,1,429,1,1,7,454,15922,8520,0.710947931,11984,2839,12,45.42,95870,25,24,95870,0.571642857142857,0.911034285714286,2.093928981,0.034364261,0.6519,0.0156,0.0156,Intolerant,Intolerant,0.290535358,0.423076923,0.384615385,Intermediate pleiotropy,3rd,5,42,,Singletons,9.58533989954577,Intermediate pleiotropy,3rd,6,54,TRUE,FALSE,FALSE,FALSE,36,0.620601719,,80,44,0.0602276846949255,-0.0602276846949255,Non_essentialty,Non_specific,20,0.203390405,0.155133,19,0.202989663157895,0.158599,FALSE,FALSE,"(7.81e+03,1.19e+05]","(1.93e+04,8.49e+05]","(3,61]","(0.152,0.243]",TRUE,FALSE
PDZD3,ENSG00000172367,11,7.15121323471104,,,,,,1,,7,680,3827,1716,0.572763685,2996,571,14,57.77,1396,9,8,1390,1.34157142857143,9.5151062420925e-09,2.485380117,0.111111111,0.4849,0.0762,,Tolerant,Tolerant,0.237987214,0.632545932,,High pleiotropy,5th,9,84,,Singletons,8.89414307266986,Intermediate pleiotropy,3rd,5,41,TRUE,FALSE,TRUE,FALSE,1,0.909725318,,11,22,-0.0658459600100924,0.0658459600100924,Non_essentialty,Specific,1,0.424938,0.424938,1,0.245887,0.245887,FALSE,TRUE,"(3.74e+03,5.4e+03]","[1,1.92e+03]","[1,2]","(0.353,0.5]",FALSE,FALSE
PDZD7,ENSG00000186862,10,7.19320606675485,Euteleostomi,Euteleostomi,1,1,429,1,1,7,680,6602,3102,0.754377432,4112,1033,10,55.56,5905,17,16,5629,1.23272222222222,0.00818333333378973,2.136,0.074666667,0.7262,0.0302,0.0262,Tolerant,Tolerant,0.120903332,0.228476821,0.248091603,High pleiotropy,5th,9,84,,Singletons,11.453628585118,Intermediate pleiotropy,4th,8,80,TRUE,FALSE,FALSE,FALSE,10,0.862262375,1,19,4,-0.092283980848088,0.092283980848088,Non_essentialty,Specific,2,0.45335,0.45335,3,0.396018666666667,0.410734,FALSE,TRUE,"(5.4e+03,7.81e+03]","(4.34e+03,8.75e+03]","[1,2]","(0.353,0.5]",TRUE,FALSE
PDZD8,ENSG00000165650,10,5.92798199824392,Euteleostomi,Euteleostomi,1,1,429,1,,4,645,9854,3465,0.35825062,9672,1154,4,37.49,18405,5,4,18405,0.2472,0.999908,1.97733711,0.025495751,0.3743,0.0124,0.0162,Intolerant,Intolerant,0.184611274,0.169354839,0.154320988,Intermediate pleiotropy,2nd,4,32,,Singletons,9.66276226761615,Intermediate pleiotropy,3rd,6,56,TRUE,FALSE,TRUE,FALSE,22,0.427027991,,25,23,0.00494962146022452,-0.00494962146022452,Non_essentialty,Non_specific,2,0.0975251,0.0975251,4,0.04972675,0.04099045,FALSE,FALSE,"(7.81e+03,1.19e+05]","(8.75e+03,1.93e+04]","[1,2]","(0.0795,0.152]",TRUE,FALSE
PDZD9,ENSG00000155714,16,5.99431884532228,Amniota,Mammalia,3,4,180,4,,10,544,1331,795,0.630952381,1260,264,3,44.63,3158,4,3,3158,1.355,0.00019503215,2.230769231,0.153846154,0.6877,0,0,Tolerant,Tolerant,0.296640977,,,Intermediate pleiotropy,2nd,4,37,,Singletons,8.15561391392004,Intermediate pleiotropy,2nd,3,26,FALSE,FALSE,FALSE,FALSE,7,0.998870999,,23,28,-0.0348281855703288,0.0348281855703288,Non_essentialty,Specific,3,0.0571659666666667,0.0599899,3,0.0571523,0.0599899,FALSE,FALSE,"[211,2.35e+03]","(1.92e+03,4.34e+03]","(2,3]","[0.00191,0.0795]",FALSE,FALSE
PDZK1,ENSG00000174827,1,5.80726706210509,Eutheria,Primate,4,7,66,10,1,4,680,2480,1560,0.69955157,2230,519,7,44.57,5844,9,8,5717,1.45678571428571,0.000703503905,2.507692308,0.138461538,0.6188,0.0079,,Tolerant,Tolerant,0.201195863,0.493670886,,Intermediate pleiotropy,2nd,3,21,,Singletons,8.09701422072207,Intermediate pleiotropy,2nd,3,25,FALSE,FALSE,FALSE,FALSE,11,0.905646685,2,10,2,-0.249302087250388,0.249302087250388,Non_essentialty,Specific,2,0.27934405,0.27934405,1,0.439884,0.439884,FALSE,FALSE,"(2.35e+03,3.74e+03]","(4.34e+03,8.75e+03]","[1,2]","(0.243,0.353]",FALSE,FALSE
PDZK1IP1,ENSG00000162366,1,7.77911884483478,Amniota,Amniota,3,3,319,3,,7,382,1430,345,0.411694511,838,114,4,57.9,1818,4,3,1596,1.141,0.0069255,1.777777778,0.111111111,0.8692,0.0383,0.0371,Tolerant,Tolerant,0.110216291,0.206266319,0.215633423,High pleiotropy,5th,10,91,,Singletons,11.5503558236271,High pleiotropy,5th,9,81,TRUE,TRUE,TRUE,FALSE,9,0.67802037,,11,5,-0.269462599588507,0.269462599588507,Non_essentialty,Non_specific,2,0.4684915,0.4684915,2,0.4684915,0.4684915,TRUE,TRUE,"[211,2.35e+03]","[1,1.92e+03]","[1,2]","(0.353,0.5]",FALSE,FALSE
